"","user_id","brand_id","active_num","month_num","click_num","collect_num","cart_num","buy_num","click_buy_ratio","collect_buy_ratio","cart_buy_ratio"
"39",10047250,3082,1,1,1,0,0,0,0,0,0
"40",10047250,4177,1,1,1,0,0,0,0,0,0
"41",10047250,559,2,1,2,0,0,0,0,0,0
"42",10047250,8976,3,1,2,0,0,1,0.5,0,0
"43",10047250,9685,1,1,1,0,0,0,0,0,0
"44",10052000,10655,1,1,1,0,0,0,0,0,0
"45",10052000,10893,17,1,17,0,0,0,0,0,0
"46",10052000,12610,7,1,6,0,0,1,0.166666666666667,0,0
"47",10052000,12754,19,2,18,0,0,1,0.0555555555555556,0,0
"48",10052000,15,1,1,1,0,0,0,0,0,0
"49",10052000,15401,3,1,3,0,0,0,0,0,0
"50",10052000,1548,3,1,3,0,0,0,0,0,0
"51",10052000,16463,1,1,1,0,0,0,0,0,0
"52",10052000,16754,2,1,2,0,0,0,0,0,0
"53",10052000,20180,1,1,1,0,0,0,0,0,0
"54",10052000,21110,8,1,7,0,0,1,0.142857142857143,0,0
"55",10052000,22126,6,1,6,0,0,0,0,0,0
"56",10052000,22506,1,1,1,0,0,0,0,0,0
"57",10052000,22889,4,1,4,0,0,0,0,0,0
"58",10052000,25372,8,2,8,0,0,0,0,0,0
"59",10052000,360,1,1,1,0,0,0,0,0,0
"60",10052000,7680,23,1,22,0,0,1,0.0454545454545455,0,0
"61",10054250,1079,5,1,4,0,0,1,0.25,0,0
"62",10054250,11687,1,1,1,0,0,0,0,0,0
"63",10054250,12606,1,1,1,0,0,0,0,0,0
"64",10054250,13067,1,1,1,0,0,0,0,0,0
"65",10054250,1325,1,1,1,0,0,0,0,0,0
"66",10054250,13547,1,1,1,0,0,0,0,0,0
"67",10054250,15401,1,1,1,0,0,0,0,0,0
"68",10054250,15773,3,2,3,0,0,0,0,0,0
"69",10054250,17535,1,1,1,0,0,0,0,0,0
"70",10054250,18180,1,1,1,0,0,0,0,0,0
"71",10054250,19837,1,1,1,0,0,0,0,0,0
"72",10054250,1993,2,1,2,0,0,0,0,0,0
"73",10054250,21098,5,1,5,0,0,0,0,0,0
"74",10054250,21110,1,1,1,0,0,0,0,0,0
"75",10054250,21372,1,1,1,0,0,0,0,0,0
"76",10054250,21632,1,1,1,0,0,0,0,0,0
"77",10054250,21975,1,1,1,0,0,0,0,0,0
"78",10054250,22889,1,1,1,0,0,0,0,0,0
"79",10054250,22958,2,1,2,0,0,0,0,0,0
"80",10054250,23267,1,1,1,0,0,0,0,0,0
"81",10054250,24963,1,1,1,0,0,0,0,0,0
"82",10054250,25917,1,1,1,0,0,0,0,0,0
"83",10054250,26258,4,1,4,0,0,0,0,0,0
"84",10054250,28276,1,1,1,0,0,0,0,0,0
"85",10054250,3077,1,1,1,0,0,0,0,0,0
"86",10054250,5474,1,1,1,0,0,0,0,0,0
"87",10054250,7680,1,1,1,0,0,0,0,0,0
"88",10054250,8214,1,1,1,0,0,0,0,0,0
"89",10057000,13206,1,1,1,0,0,0,0,0,0
"90",10057000,14919,1,1,1,0,0,0,0,0,0
"91",10057000,15498,1,1,1,0,0,0,0,0,0
"92",10057000,21110,1,1,1,0,0,0,0,0,0
"93",10057000,21186,2,1,2,0,0,0,0,0,0
"94",10057000,22447,7,1,6,1,0,0,0,0,0
"95",10057000,2274,1,1,1,0,0,0,0,0,0
"96",10057000,239,3,1,3,0,0,0,0,0,0
"97",10057000,27625,1,1,1,0,0,0,0,0,0
"98",10057000,3857,1,1,1,0,0,0,0,0,0
"99",10057000,6511,1,1,1,0,0,0,0,0,0
"100",10057000,8193,16,1,14,0,2,0,0,0,0
"101",10063000,11849,1,1,1,0,0,0,0,0,0
"102",10063000,15269,1,1,1,0,0,0,0,0,0
"103",10063000,18730,1,1,1,0,0,0,0,0,0
"104",10063000,18805,6,1,6,0,0,0,0,0,0
"105",10063000,21071,1,1,1,0,0,0,0,0,0
"106",10063000,22393,43,2,42,0,0,1,0.0238095238095238,0,0
"107",10063000,22852,1,1,1,0,0,0,0,0,0
"108",10063000,26699,1,1,1,0,0,0,0,0,0
"109",10063000,3552,1,1,1,0,0,0,0,0,0
"110",10063000,4147,2,1,2,0,0,0,0,0,0
"111",10063000,5803,1,1,1,0,0,0,0,0,0
"112",10063000,679,3,1,3,0,0,0,0,0,0
"113",10063000,7820,2,1,2,0,0,0,0,0,0
"114",10063000,9838,1,1,1,0,0,0,0,0,0
"115",10064500,11776,1,1,1,0,0,0,0,0,0
"116",10064500,12220,12,3,12,0,0,0,0,0,0
"117",10064500,15512,1,1,1,0,0,0,0,0,0
"118",10064500,16550,1,1,1,0,0,0,0,0,0
"119",10064500,19897,1,1,1,0,0,0,0,0,0
"120",10064500,19974,1,1,1,0,0,0,0,0,0
"121",10064500,20154,1,1,1,0,0,0,0,0,0
"122",10064500,20411,1,1,1,0,0,0,0,0,0
"123",10064500,21865,3,1,3,0,0,0,0,0,0
"124",10064500,23531,2,2,2,0,0,0,0,0,0
"125",10064500,2436,1,1,1,0,0,0,0,0,0
"126",10064500,25830,2,1,1,0,0,1,1,0,0
"127",10064500,2683,2,1,2,0,0,0,0,0,0
"128",10064500,29231,2,1,2,0,0,0,0,0,0
"129",10064500,489,1,1,1,0,0,0,0,0,0
"130",10064500,5310,1,1,1,0,0,0,0,0,0
"131",10064500,6264,1,1,1,0,0,0,0,0,0
"132",10064500,8775,1,1,1,0,0,0,0,0,0
"133",10069500,10740,5,2,3,0,0,2,0.666666666666667,0,0
"134",10069500,11992,1,1,1,0,0,0,0,0,0
"135",10069500,14408,2,1,1,0,0,1,1,0,0
"136",10069500,15192,1,1,1,0,0,0,0,0,0
"137",10069500,15886,1,1,1,0,0,0,0,0,0
"138",10069500,16578,2,1,2,0,0,0,0,0,0
"139",10069500,18084,5,1,4,0,0,1,0.25,0,0
"140",10069500,18519,6,1,4,0,0,2,0.5,0,0
"141",10069500,19973,1,1,1,0,0,0,0,0,0
"142",10069500,22319,3,1,3,0,0,0,0,0,0
"143",10069500,22393,1,1,1,0,0,0,0,0,0
"144",10069500,2257,8,1,7,0,0,1,0.142857142857143,0,0
"145",10069500,23662,1,1,1,0,0,0,0,0,0
"146",10069500,24447,3,1,2,0,0,1,0.5,0,0
"147",10069500,2822,1,1,1,0,0,0,0,0,0
"148",10069500,4571,6,1,5,0,0,1,0.2,0,0
"149",10069500,6665,3,1,2,0,0,1,0.5,0,0
"150",10069500,6828,1,1,1,0,0,0,0,0,0
"151",10069500,8526,2,1,2,0,0,0,0,0,0
"152",10069500,8662,1,1,1,0,0,0,0,0,0
"153",10095000,1222,1,1,1,0,0,0,0,0,0
"154",10095000,1228,1,1,1,0,0,0,0,0,0
"155",10095000,12977,10,2,10,0,0,0,0,0,0
"156",10095000,13494,2,1,1,0,0,1,1,0,0
"157",10095000,14048,1,1,1,0,0,0,0,0,0
"158",10095000,14261,17,1,14,0,0,3,0.214285714285714,0,0
"159",10095000,14482,2,1,2,0,0,0,0,0,0
"160",10095000,16463,1,1,1,0,0,0,0,0,0
"161",10095000,16500,4,1,4,0,0,0,0,0,0
"162",10095000,17641,2,1,2,0,0,0,0,0,0
"163",10095000,17914,1,1,1,0,0,0,0,0,0
"164",10095000,17959,1,1,1,0,0,0,0,0,0
"165",10095000,1909,1,1,1,0,0,0,0,0,0
"166",10095000,19973,14,2,13,0,0,1,0.0769230769230769,0,0
"167",10095000,20207,5,1,5,0,0,0,0,0,0
"168",10095000,21092,7,1,7,0,0,0,0,0,0
"169",10095000,21796,1,1,1,0,0,0,0,0,0
"170",10095000,2198,1,1,1,0,0,0,0,0,0
"171",10095000,22393,1,1,1,0,0,0,0,0,0
"172",10095000,22421,1,1,1,0,0,0,0,0,0
"173",10095000,24541,2,1,2,0,0,0,0,0,0
"174",10095000,24558,1,1,1,0,0,0,0,0,0
"175",10095000,24869,3,2,3,0,0,0,0,0,0
"176",10095000,25309,1,1,1,0,0,0,0,0,0
"177",10095000,25372,2,1,2,0,0,0,0,0,0
"178",10095000,26114,3,1,3,0,0,0,0,0,0
"179",10095000,26516,1,1,1,0,0,0,0,0,0
"180",10095000,26699,7,1,6,0,0,1,0.166666666666667,0,0
"181",10095000,27060,4,1,4,0,0,0,0,0,0
"182",10095000,27117,1,1,1,0,0,0,0,0,0
"183",10095000,28230,1,1,1,0,0,0,0,0,0
"184",10095000,2836,7,1,6,0,0,1,0.166666666666667,0,0
"185",10095000,28653,2,1,2,0,0,0,0,0,0
"186",10095000,29099,1,1,1,0,0,0,0,0,0
"187",10095000,3228,2,1,2,0,0,0,0,0,0
"188",10095000,3627,1,1,1,0,0,0,0,0,0
"189",10095000,3740,1,1,1,0,0,0,0,0,0
"190",10095000,4571,1,1,1,0,0,0,0,0,0
"191",10095000,4953,2,1,2,0,0,0,0,0,0
"192",10095000,6203,1,1,1,0,0,0,0,0,0
"193",10095000,6792,1,1,1,0,0,0,0,0,0
"194",10095000,7868,4,1,4,0,0,0,0,0,0
"195",10095000,7963,1,1,1,0,0,0,0,0,0
"196",10095000,8278,2,1,1,0,0,1,1,0,0
"197",10112000,11780,1,1,1,0,0,0,0,0,0
"198",10112000,17117,1,1,1,0,0,0,0,0,0
"199",10112000,2326,1,1,1,0,0,0,0,0,0
"200",10112000,2471,6,1,5,1,0,0,0,0,0
"201",10112000,9817,4,1,4,0,0,0,0,0,0
"202",10119250,10225,1,1,1,0,0,0,0,0,0
"203",10119250,14261,1,1,1,0,0,0,0,0,0
"204",10119250,1831,1,1,1,0,0,0,0,0,0
"205",10119250,19974,2,1,2,0,0,0,0,0,0
"206",10119250,22240,1,1,1,0,0,0,0,0,0
"207",10119250,8816,1,1,1,0,0,0,0,0,0
"208",10185000,10151,1,1,1,0,0,0,0,0,0
"209",10185000,10760,1,1,1,0,0,0,0,0,0
"210",10185000,11029,3,2,2,1,0,0,0,0,0
"211",10185000,11196,1,1,1,0,0,0,0,0,0
"212",10185000,1479,1,1,1,0,0,0,0,0,0
"213",10185000,17582,5,1,5,0,0,0,0,0,0
"214",10185000,19294,2,1,2,0,0,0,0,0,0
"215",10185000,21672,1,1,1,0,0,0,0,0,0
"216",10185000,25770,2,1,1,1,0,0,0,0,0
"217",10185000,2593,1,1,1,0,0,0,0,0,0
"218",10185000,2739,1,1,1,0,0,0,0,0,0
"219",10185000,27448,2,1,2,0,0,0,0,0,0
"220",10185000,27912,1,1,1,0,0,0,0,0,0
"221",10185000,29001,1,1,1,0,0,0,0,0,0
"222",10185000,4887,1,1,1,0,0,0,0,0,0
"223",10185000,6051,3,1,3,0,0,0,0,0,0
"224",10185000,6104,6,1,6,0,0,0,0,0,0
"225",10185000,7868,4,1,2,2,0,0,0,0,0
"226",10185000,8689,1,1,1,0,0,0,0,0,0
"227",10185750,14806,1,1,1,0,0,0,0,0,0
"228",10185750,24284,1,1,1,0,0,0,0,0,0
"229",10185750,3438,1,1,1,0,0,0,0,0,0
"230",10185750,5151,1,1,1,0,0,0,0,0,0
"231",10185750,9290,2,1,2,0,0,0,0,0,0
"232",10212500,12927,3,1,0,0,0,3,0,0,0
"233",10212500,15614,3,1,3,0,0,0,0,0,0
"234",10212500,18730,3,1,3,0,0,0,0,0,0
"235",10212500,24081,28,1,28,0,0,0,0,0,0
"236",10224750,15089,1,1,1,0,0,0,0,0,0
"237",10224750,20180,1,1,1,0,0,0,0,0,0
"238",10224750,20831,1,1,1,0,0,0,0,0,0
"239",10224750,21336,4,1,4,0,0,0,0,0,0
"240",10224750,22280,2,1,2,0,0,0,0,0,0
"241",10224750,24221,2,1,2,0,0,0,0,0,0
"242",10224750,24385,2,1,2,0,0,0,0,0,0
"243",10224750,24428,2,1,2,0,0,0,0,0,0
"244",10224750,25960,7,1,6,0,0,1,0.166666666666667,0,0
"245",10224750,2613,11,1,10,0,0,1,0.1,0,0
"246",10224750,26523,1,1,1,0,0,0,0,0,0
"247",10224750,3382,1,1,1,0,0,0,0,0,0
"248",10224750,4571,1,1,1,0,0,0,0,0,0
"249",10224750,4761,7,2,6,0,0,1,0.166666666666667,0,0
"250",10224750,7354,1,1,1,0,0,0,0,0,0
"251",10229250,11194,1,1,1,0,0,0,0,0,0
"252",10229250,11888,1,1,1,0,0,0,0,0,0
"253",10229250,13070,1,1,1,0,0,0,0,0,0
"254",10229250,13793,6,1,6,0,0,0,0,0,0
"255",10229250,14144,1,1,1,0,0,0,0,0,0
"256",10229250,15663,1,1,1,0,0,0,0,0,0
"257",10229250,18346,1,1,1,0,0,0,0,0,0
"258",10229250,18361,3,1,3,0,0,0,0,0,0
"259",10229250,18805,8,2,8,0,0,0,0,0,0
"260",10229250,18967,1,1,1,0,0,0,0,0,0
"261",10229250,19021,1,1,1,0,0,0,0,0,0
"262",10229250,19416,2,1,2,0,0,0,0,0,0
"263",10229250,1996,1,1,1,0,0,0,0,0,0
"264",10229250,20207,1,1,1,0,0,0,0,0,0
"265",10229250,21788,3,1,3,0,0,0,0,0,0
"266",10229250,21954,1,1,1,0,0,0,0,0,0
"267",10229250,21975,1,1,1,0,0,0,0,0,0
"268",10229250,2198,1,1,1,0,0,0,0,0,0
"269",10229250,22359,1,1,1,0,0,0,0,0,0
"270",10229250,23214,1,1,1,0,0,0,0,0,0
"271",10229250,23831,1,1,1,0,0,0,0,0,0
"272",10229250,24306,4,1,4,0,0,0,0,0,0
"273",10229250,26559,1,1,1,0,0,0,0,0,0
"274",10229250,27452,2,1,2,0,0,0,0,0,0
"275",10229250,28008,1,1,1,0,0,0,0,0,0
"276",10229250,28463,1,1,1,0,0,0,0,0,0
"277",10229250,28641,1,1,1,0,0,0,0,0,0
"278",10229250,28653,1,1,1,0,0,0,0,0,0
"279",10229250,2963,1,1,1,0,0,0,0,0,0
"280",10229250,4351,1,1,1,0,0,0,0,0,0
"281",10229250,4571,1,1,1,0,0,0,0,0,0
"282",10229250,6274,1,1,1,0,0,0,0,0,0
"283",10229250,6908,2,1,2,0,0,0,0,0,0
"284",10229250,7070,1,1,1,0,0,0,0,0,0
"285",10229250,8278,1,1,1,0,0,0,0,0,0
"286",10229250,8357,1,1,1,0,0,0,0,0,0
"287",10229250,8739,7,1,7,0,0,0,0,0,0
"288",10229250,9030,2,1,2,0,0,0,0,0,0
"289",10234000,10014,1,1,1,0,0,0,0,0,0
"290",10234000,10176,2,1,2,0,0,0,0,0,0
"291",10234000,10335,1,1,1,0,0,0,0,0,0
"292",10234000,10673,2,1,2,0,0,0,0,0,0
"293",10234000,11151,1,1,1,0,0,0,0,0,0
"294",10234000,11211,1,1,1,0,0,0,0,0,0
"295",10234000,11329,1,1,1,0,0,0,0,0,0
"296",10234000,11357,1,1,1,0,0,0,0,0,0
"297",10234000,11604,1,1,1,0,0,0,0,0,0
"298",10234000,11665,2,1,2,0,0,0,0,0,0
"299",10234000,11801,2,1,2,0,0,0,0,0,0
"300",10234000,11888,1,1,1,0,0,0,0,0,0
"301",10234000,12410,1,1,1,0,0,0,0,0,0
"302",10234000,1293,1,1,1,0,0,0,0,0,0
"303",10234000,13070,1,1,1,0,0,0,0,0,0
"304",10234000,13773,1,1,1,0,0,0,0,0,0
"305",10234000,13878,1,1,1,0,0,0,0,0,0
"306",10234000,13942,8,1,8,0,0,0,0,0,0
"307",10234000,14242,1,1,1,0,0,0,0,0,0
"308",10234000,14446,1,1,1,0,0,0,0,0,0
"309",10234000,14646,2,1,2,0,0,0,0,0,0
"310",10234000,15191,1,1,1,0,0,0,0,0,0
"311",10234000,15449,1,1,1,0,0,0,0,0,0
"312",10234000,15584,1,1,1,0,0,0,0,0,0
"313",10234000,15734,1,1,1,0,0,0,0,0,0
"314",10234000,1666,1,1,1,0,0,0,0,0,0
"315",10234000,16668,1,1,1,0,0,0,0,0,0
"316",10234000,16846,1,1,1,0,0,0,0,0,0
"317",10234000,17581,2,1,2,0,0,0,0,0,0
"318",10234000,17718,1,1,1,0,0,0,0,0,0
"319",10234000,17945,1,1,1,0,0,0,0,0,0
"320",10234000,18024,2,1,2,0,0,0,0,0,0
"321",10234000,18167,1,1,1,0,0,0,0,0,0
"322",10234000,18275,1,1,1,0,0,0,0,0,0
"323",10234000,18289,1,1,1,0,0,0,0,0,0
"324",10234000,18665,2,1,2,0,0,0,0,0,0
"325",10234000,18805,6,1,6,0,0,0,0,0,0
"326",10234000,19325,1,1,1,0,0,0,0,0,0
"327",10234000,19416,2,1,2,0,0,0,0,0,0
"328",10234000,19920,1,1,1,0,0,0,0,0,0
"329",10234000,19955,3,1,3,0,0,0,0,0,0
"330",10234000,20221,2,1,2,0,0,0,0,0,0
"331",10234000,20408,2,1,2,0,0,0,0,0,0
"332",10234000,20979,1,1,1,0,0,0,0,0,0
"333",10234000,21092,3,1,3,0,0,0,0,0,0
"334",10234000,21565,12,1,12,0,0,0,0,0,0
"335",10234000,21623,1,1,1,0,0,0,0,0,0
"336",10234000,21693,1,1,1,0,0,0,0,0,0
"337",10234000,22168,2,1,2,0,0,0,0,0,0
"338",10234000,22533,1,1,1,0,0,0,0,0,0
"339",10234000,2262,1,1,1,0,0,0,0,0,0
"340",10234000,22749,1,1,1,0,0,0,0,0,0
"341",10234000,23015,1,1,1,0,0,0,0,0,0
"342",10234000,23071,1,1,1,0,0,0,0,0,0
"343",10234000,23214,1,1,1,0,0,0,0,0,0
"344",10234000,23928,1,1,1,0,0,0,0,0,0
"345",10234000,24409,8,1,7,0,0,1,0.142857142857143,0,0
"346",10234000,24457,1,1,1,0,0,0,0,0,0
"347",10234000,24522,1,1,1,0,0,0,0,0,0
"348",10234000,24816,1,1,1,0,0,0,0,0,0
"349",10234000,24869,8,2,8,0,0,0,0,0,0
"350",10234000,25090,1,1,1,0,0,0,0,0,0
"351",10234000,25214,23,1,23,0,0,0,0,0,0
"352",10234000,25311,1,1,1,0,0,0,0,0,0
"353",10234000,25840,1,1,1,0,0,0,0,0,0
"354",10234000,25905,1,1,1,0,0,0,0,0,0
"355",10234000,26005,3,1,3,0,0,0,0,0,0
"356",10234000,26619,1,1,1,0,0,0,0,0,0
"357",10234000,26754,1,1,1,0,0,0,0,0,0
"358",10234000,26789,1,1,1,0,0,0,0,0,0
"359",10234000,27165,1,1,1,0,0,0,0,0,0
"360",10234000,27261,1,1,1,0,0,0,0,0,0
"361",10234000,27487,3,1,3,0,0,0,0,0,0
"362",10234000,27567,1,1,1,0,0,0,0,0,0
"363",10234000,27629,1,1,1,0,0,0,0,0,0
"364",10234000,27791,2,1,2,0,0,0,0,0,0
"365",10234000,27819,1,1,1,0,0,0,0,0,0
"366",10234000,28401,1,1,1,0,0,0,0,0,0
"367",10234000,28803,1,1,1,0,0,0,0,0,0
"368",10234000,29128,1,1,1,0,0,0,0,0,0
"369",10234000,29385,1,1,1,0,0,0,0,0,0
"370",10234000,2942,5,1,5,0,0,0,0,0,0
"371",10234000,3032,9,1,9,0,0,0,0,0,0
"372",10234000,3105,1,1,1,0,0,0,0,0,0
"373",10234000,3178,1,1,1,0,0,0,0,0,0
"374",10234000,3300,1,1,1,0,0,0,0,0,0
"375",10234000,3324,22,1,22,0,0,0,0,0,0
"376",10234000,3449,6,1,6,0,0,0,0,0,0
"377",10234000,3536,1,1,1,0,0,0,0,0,0
"378",10234000,3626,2,1,2,0,0,0,0,0,0
"379",10234000,3719,12,1,10,0,0,2,0.2,0,0
"380",10234000,4039,11,1,9,0,0,2,0.222222222222222,0,0
"381",10234000,4137,1,1,1,0,0,0,0,0,0
"382",10234000,4953,5,1,5,0,0,0,0,0,0
"383",10234000,5848,1,1,1,0,0,0,0,0,0
"384",10234000,6070,1,1,1,0,0,0,0,0,0
"385",10234000,7047,1,1,1,0,0,0,0,0,0
"386",10234000,7408,1,1,1,0,0,0,0,0,0
"387",10234000,7465,1,1,1,0,0,0,0,0,0
"388",10234000,7762,1,1,1,0,0,0,0,0,0
"389",10234000,7914,2,1,2,0,0,0,0,0,0
"390",10234000,8176,5,1,5,0,0,0,0,0,0
"391",10234000,8219,1,1,1,0,0,0,0,0,0
"392",10234000,8637,1,1,1,0,0,0,0,0,0
"393",10234000,8641,2,1,2,0,0,0,0,0,0
"394",10234000,8692,6,1,5,0,0,1,0.2,0,0
"395",10234000,9111,2,1,2,0,0,0,0,0,0
"396",10234000,9340,9,2,9,0,0,0,0,0,0
"397",10234000,9563,1,1,1,0,0,0,0,0,0
"398",10234000,9640,1,1,1,0,0,0,0,0,0
"399",1025250,15145,1,1,1,0,0,0,0,0,0
"400",1025250,16672,2,1,2,0,0,0,0,0,0
"401",1025250,17153,1,1,1,0,0,0,0,0,0
"402",1025250,17945,1,1,1,0,0,0,0,0,0
"403",1025250,22723,1,1,1,0,0,0,0,0,0
"404",1025250,24004,1,1,1,0,0,0,0,0,0
"405",1025250,2669,1,1,1,0,0,0,0,0,0
"406",1025250,29163,2,1,2,0,0,0,0,0,0
"407",1025250,4014,2,1,1,0,0,1,1,0,0
"408",1025250,5416,1,1,1,0,0,0,0,0,0
"409",1025250,7025,1,1,1,0,0,0,0,0,0
"410",1025250,840,1,1,1,0,0,0,0,0,0
"411",1025250,8869,1,1,1,0,0,0,0,0,0
"412",10257500,26135,3,1,3,0,0,0,0,0,0
"413",10257500,28568,1,1,1,0,0,0,0,0,0
"414",10257500,29001,1,1,1,0,0,0,0,0,0
"415",10261750,10872,1,1,1,0,0,0,0,0,0
"416",10261750,11347,1,1,1,0,0,0,0,0,0
"417",10261750,11679,14,3,14,0,0,0,0,0,0
"418",10261750,11849,1,1,1,0,0,0,0,0,0
"419",10261750,1222,54,2,52,0,0,2,0.0384615384615385,0,0
"420",10261750,12220,2,1,2,0,0,0,0,0,0
"421",10261750,13070,1,1,1,0,0,0,0,0,0
"422",10261750,13450,1,1,1,0,0,0,0,0,0
"423",10261750,13793,3,1,3,0,0,0,0,0,0
"424",10261750,13888,2,1,2,0,0,0,0,0,0
"425",10261750,14065,1,1,1,0,0,0,0,0,0
"426",10261750,14261,218,3,209,0,0,9,0.0430622009569378,0,0
"427",10261750,14573,2,1,2,0,0,0,0,0,0
"428",10261750,14894,1,1,1,0,0,0,0,0,0
"429",10261750,15645,13,1,12,0,0,1,0.0833333333333333,0,0
"430",10261750,16331,2,1,1,0,0,1,1,0,0
"431",10261750,17061,4,2,2,0,0,2,1,0,0
"432",10261750,17348,6,2,5,0,0,1,0.2,0,0
"433",10261750,17405,4,1,3,0,0,1,0.333333333333333,0,0
"434",10261750,18024,5,2,4,0,0,1,0.25,0,0
"435",10261750,18084,1,1,1,0,0,0,0,0,0
"436",10261750,19394,11,1,9,0,0,2,0.222222222222222,0,0
"437",10261750,19453,1,1,1,0,0,0,0,0,0
"438",10261750,20551,5,1,5,0,0,0,0,0,0
"439",10261750,20826,1,1,1,0,0,0,0,0,0
"440",10261750,21336,2,1,2,0,0,0,0,0,0
"441",10261750,21657,1,1,1,0,0,0,0,0,0
"442",10261750,21881,1,1,1,0,0,0,0,0,0
"443",10261750,2217,1,1,1,0,0,0,0,0,0
"444",10261750,23779,1,1,1,0,0,0,0,0,0
"445",10261750,2432,3,1,3,0,0,0,0,0,0
"446",10261750,24541,1,1,1,0,0,0,0,0,0
"447",10261750,25366,1,1,1,0,0,0,0,0,0
"448",10261750,25424,1,1,1,0,0,0,0,0,0
"449",10261750,26180,1,1,1,0,0,0,0,0,0
"450",10261750,26197,2,1,2,0,0,0,0,0,0
"451",10261750,27448,3,1,3,0,0,0,0,0,0
"452",10261750,27508,2,1,2,0,0,0,0,0,0
"453",10261750,27760,1,1,1,0,0,0,0,0,0
"454",10261750,282,4,1,4,0,0,0,0,0,0
"455",10261750,28270,8,2,6,0,0,2,0.333333333333333,0,0
"456",10261750,2898,1,1,1,0,0,0,0,0,0
"457",10261750,29099,2,1,2,0,0,0,0,0,0
"458",10261750,29363,1,1,1,0,0,0,0,0,0
"459",10261750,3228,1,1,1,0,0,0,0,0,0
"460",10261750,3288,1,1,1,0,0,0,0,0,0
"461",10261750,3438,7,1,6,0,0,1,0.166666666666667,0,0
"462",10261750,3627,12,1,12,0,0,0,0,0,0
"463",10261750,3647,1,1,1,0,0,0,0,0,0
"464",10261750,4302,6,1,6,0,0,0,0,0,0
"465",10261750,4571,1,1,1,0,0,0,0,0,0
"466",10261750,476,1,1,1,0,0,0,0,0,0
"467",10261750,5667,2,1,2,0,0,0,0,0,0
"468",10261750,5845,1,1,1,0,0,0,0,0,0
"469",10261750,6203,1,1,1,0,0,0,0,0,0
"470",10261750,6948,1,1,1,0,0,0,0,0,0
"471",10261750,7105,2,1,2,0,0,0,0,0,0
"472",10261750,7230,4,2,4,0,0,0,0,0,0
"473",10261750,7817,2,1,2,0,0,0,0,0,0
"474",10261750,8689,1,1,1,0,0,0,0,0,0
"475",10261750,8737,1,1,1,0,0,0,0,0,0
"476",10261750,911,1,1,1,0,0,0,0,0,0
"477",10264750,14020,1,1,1,0,0,0,0,0,0
"478",10264750,14930,3,1,3,0,0,0,0,0,0
"479",10264750,29203,1,1,0,0,0,1,0,0,0
"480",10297000,18075,27,1,24,0,0,3,0.125,0,0
"481",10297000,18281,1,1,1,0,0,0,0,0,0
"482",10297000,19023,2,1,2,0,0,0,0,0,0
"483",10297000,19093,1,1,1,0,0,0,0,0,0
"484",10297000,20636,13,1,13,0,0,0,0,0,0
"485",10297000,21952,2,1,2,0,0,0,0,0,0
"486",10297000,23777,2,1,2,0,0,0,0,0,0
"487",10297000,2386,4,1,4,0,0,0,0,0,0
"488",10297000,2410,3,1,3,0,0,0,0,0,0
"489",10297000,24517,2,1,2,0,0,0,0,0,0
