"","brand_id","active_num","user_num","month_num","user_active_ratio","buy_convert"
"244",1241,19,2,3,0.1053,0
"245",1242,1,1,1,1,0
"246",1245,2,2,1,1,0
"247",1253,1,1,1,1,0
"248",1260,2,1,1,0.5,0
"249",1261,8,3,2,0.375,0
"250",1266,2,1,1,0.5,0
"251",1272,6,5,3,0.8333,0
"252",1273,8,5,2,0.625,0
"253",1276,1,1,1,1,0
"254",1279,1,1,1,1,0
"255",1280,2,1,1,0.5,0
"256",1282,3,1,1,0.3333,0
"257",1285,1,1,1,1,0
"258",1290,5,3,3,0.6,0
"259",1293,22,5,3,0.2273,0.0150375939849624
"260",1298,1,1,1,1,0
"261",1310,3,1,1,0.3333,0
"262",1312,1,1,1,1,0
"263",1313,6,6,2,1,0
"264",1324,1,1,1,1,0
"265",1325,2,2,2,1,0
"266",1328,2,1,1,0.5,0
"267",1329,4,4,3,1,0
"268",1335,8,5,2,0.625,0.027027027027027
"269",1337,9,7,3,0.7778,0.0416666666666667
"270",1340,2,1,1,0.5,0
"271",1349,1,1,1,1,0
"272",1355,1,1,1,1,0
"273",1358,1,1,1,1,0
"274",1362,1,1,1,1,0
"275",1363,9,1,2,0.1111,0
"276",1366,7,3,2,0.4286,0.00546448087431694
"277",1370,1,1,1,1,0
"278",1372,11,6,3,0.5455,0
"279",1374,1,1,1,1,0
"280",1384,1,1,1,1,0
"281",1385,6,1,1,0.1667,0.0256410256410256
"282",1388,1,1,1,1,0
"283",1389,2,1,1,0.5,0
"284",1390,9,5,2,0.5556,0
"285",1392,28,7,3,0.25,0.222222222222222
"286",1397,10,8,2,0.8,0
"287",1403,2,2,2,1,0
"288",1415,12,5,2,0.4167,0
"289",1418,3,1,1,0.3333,0
"290",1427,3,2,1,0.6667,0
"291",1428,10,2,3,0.2,0
"292",1431,5,1,1,0.2,0
"293",1432,1,1,1,1,0
"294",1438,8,3,2,0.375,0
"295",1439,4,1,1,0.25,0.0588235294117647
"296",1440,6,2,1,0.3333,0
"297",1442,3,3,1,1,0
"298",1461,31,11,3,0.3548,0.0087719298245614
"299",1463,6,4,3,0.6667,0
"300",1467,3,2,2,0.6667,0
"301",1472,3,3,3,1,0
"302",1479,4,4,3,1,0
"303",1481,30,10,3,0.3333,0.00763358778625954
"304",1487,6,1,1,0.1667,0
"305",1492,1,1,1,1,0
"306",1493,10,8,3,0.8,0
"307",1494,1,1,1,1,0
"308",1497,1,1,1,1,0
"309",1498,1,1,1,1,0
"310",1499,2,1,1,0.5,0
"311",1501,29,5,2,0.1724,0.00869565217391304
"312",1505,9,3,1,0.3333,0.2
"313",1507,9,7,2,0.7778,0
"314",1513,1,1,1,1,0
"315",1525,1,1,1,1,0
"316",1533,10,6,3,0.6,0
"317",1539,19,1,1,0.0526,0.00819672131147541
"318",1544,1,1,1,1,0
"319",1545,4,4,2,1,0
"320",1546,1,1,1,1,0
"321",1547,55,21,3,0.3818,0
"322",1548,5,3,2,0.6,0
"323",1551,1,1,1,1,0
"324",1552,1,1,1,1,0
"325",1554,4,3,2,0.75,0
"326",1557,3,3,2,1,0
"327",1559,1,1,1,1,0
"328",1565,2,2,1,1,0
"329",1566,5,1,1,0.2,0
"330",1571,1,1,1,1,0
"331",1576,1,1,1,1,0
"332",1579,1,1,1,1,0
"333",1582,1,1,1,1,0
"334",1583,14,5,3,0.3571,0
"335",1591,45,20,3,0.4444,0.008
"336",1610,1,1,1,1,0
"337",1613,2,2,1,1,0
"338",1630,23,5,3,0.2174,0.0117647058823529
"339",1642,4,2,2,0.5,0
"340",1644,7,5,3,0.7143,0
"341",1648,1,1,1,1,0
"342",1649,1,1,1,1,0
"343",1666,238,19,3,0.0798,0.0137931034482759
"344",1672,2,1,1,0.5,0
"345",1680,1,1,1,1,0
"346",1688,3,2,1,0.6667,0
"347",1691,11,3,2,0.2727,0.00699300699300699
"348",1694,5,3,2,0.6,0
"349",1696,4,3,1,0.75,0
"350",1700,1,1,1,1,0
"351",1706,1,1,1,1,0
"352",1707,10,10,1,1,0
"353",1708,1,1,1,1,0
"354",1712,1,1,1,1,0
"355",1713,11,3,3,0.2727,0
"356",1721,6,1,2,0.1667,0
"357",1737,2,1,1,0.5,0
"358",1739,9,2,1,0.2222,0.25
"359",1742,3,1,1,0.3333,0
"360",1747,1,1,1,1,0
"361",1752,15,5,3,0.3333,0.0232558139534884
"362",1755,5,4,2,0.8,0
"363",1758,46,10,3,0.2174,0
"364",1771,12,5,3,0.4167,0.00275482093663912
"365",1772,4,3,2,0.75,0
"366",1773,6,4,1,0.6667,0.0113636363636364
"367",1778,2,2,2,1,0
"368",1783,2,2,2,1,0
"369",1788,15,6,3,0.4,0.0769230769230769
"370",1797,4,3,2,0.75,0
"371",1801,6,4,2,0.6667,0
"372",1803,9,3,1,0.3333,0.016
"373",1807,8,1,1,0.125,0
"374",1816,2,2,1,1,0
"375",1817,1,1,1,1,0
"376",1818,1,1,1,1,0
"377",1822,19,7,3,0.3684,0
"378",1828,2,1,1,0.5,0
"379",1829,1,1,1,1,0
"380",1831,295,63,3,0.2136,0.375
"381",1844,1,1,1,1,0
"382",1852,6,3,2,0.5,0
"383",1867,1,1,1,1,0
"384",1869,1,1,1,1,0
"385",1872,1,1,1,1,0
"386",1875,1,1,1,1,0
"387",1878,9,7,1,0.7778,0
"388",1880,4,1,1,0.25,0.25
"389",1902,13,4,3,0.3077,0
"390",1903,13,8,3,0.6154,0
"391",1905,4,2,2,0.5,0
"392",1909,36,15,2,0.4167,0
"393",1912,17,7,3,0.4118,0
"394",1913,1,1,1,1,0
"395",1917,24,12,2,0.5,0.00576923076923077
"396",1918,4,3,3,0.75,0
"397",1920,1,1,1,1,0
"398",1926,3,2,2,0.6667,0
"399",1932,5,2,1,0.4,0
"400",1935,4,3,2,0.75,0
"401",1938,2,1,2,0.5,0
"402",1939,1,1,1,1,0
"403",1950,24,9,3,0.375,0.0151515151515152
"404",1962,58,18,3,0.3103,0.00862068965517241
"405",1966,1,1,1,1,0
"406",1969,5,1,2,0.2,0
"407",1979,3,2,2,0.6667,0
"408",1989,2,1,1,0.5,0
"409",1993,2,1,1,0.5,0
"410",1994,15,1,1,0.0667,0
"411",1996,5,2,2,0.4,0
"412",2000,34,15,2,0.4412,0.025
"413",2008,6,1,1,0.1667,0
"414",2022,1,1,1,1,0
"415",2027,2,2,1,1,0
"416",2030,2,2,1,1,0
"417",2033,55,20,3,0.3636,0.04
"418",2053,3,2,2,0.6667,0
"419",2060,1,1,1,1,0
"420",2067,1,1,1,1,0
"421",2072,1,1,1,1,0
"422",2073,4,3,2,0.75,0
"423",2074,1,1,1,1,0
"424",2084,7,2,1,0.2857,0
"425",2086,2,2,2,1,0
"426",2092,1,1,1,1,0
"427",2101,3,1,1,0.3333,0
"428",2115,2,2,1,1,0
"429",2119,1,1,1,1,0
"430",2121,9,3,2,0.3333,0
"431",2122,1,1,1,1,0
"432",2123,3,1,1,0.3333,0
"433",2128,114,29,3,0.2544,0.333333333333333
"434",2156,1,1,1,1,0
"435",2159,79,4,2,0.0506,0.00641025641025641
"436",2160,30,13,2,0.4333,0.0909090909090909
"437",2169,2,1,1,0.5,0
"438",2173,5,3,2,0.6,0
"439",2179,11,2,2,0.1818,0.00425531914893617
"440",2181,1,1,1,1,0
"441",2197,11,6,2,0.5455,0
"442",2198,100,28,3,0.28,0.125
"443",2199,2,2,2,1,0
"444",2209,2,1,1,0.5,0
"445",2212,1,1,1,1,0
"446",2217,4,4,3,1,0
"447",2220,1,1,1,1,0
"448",2226,2,2,1,1,0
"449",2227,2,2,2,1,0
"450",2234,2,2,2,1,0
"451",2236,7,3,1,0.4286,0
"452",2237,1,1,1,1,0
"453",2239,12,7,2,0.5833,0
"454",2240,8,4,1,0.5,0
"455",2249,6,4,2,0.6667,0
"456",2251,20,7,3,0.35,0.0444444444444444
"457",2257,647,78,3,0.1206,0.12
"458",2260,4,4,1,1,0
"459",2262,2,2,2,1,0
"460",2263,1,1,1,1,0
"461",2266,1,1,1,1,0
"462",2267,6,1,3,0.1667,0
"463",2270,23,12,3,0.5217,0.25
"464",2273,5,3,2,0.6,0
"465",2274,1,1,1,1,0
"466",2278,3,1,1,0.3333,0
"467",2285,1,1,1,1,0
"468",2291,1,1,1,1,0.0028735632183908
"469",2296,1,1,1,1,0
"470",2303,1,1,1,1,0
"471",2306,1,1,1,1,0
"472",2318,1,1,1,1,0
"473",2319,25,4,3,0.16,0
"474",2323,14,2,1,0.1429,0.0833333333333333
"475",2326,1,1,1,1,0
"476",2335,2,1,1,0.5,0
"477",2345,1,1,1,1,0
"478",2347,1,1,1,1,0
"479",2348,1,1,1,1,0
"480",2349,4,1,1,0.25,0
"481",2352,2,1,1,0.5,0
"482",2353,2,2,2,1,0
"483",2356,2,1,1,0.5,0
"484",2358,1,1,1,1,0
"485",2359,2,1,1,0.5,0
"486",2362,1,1,1,1,0
"487",2367,142,24,3,0.169,6
"488",2368,2,2,2,1,0
"489",2371,1,1,1,1,0
"490",2372,4,1,2,0.25,0
"491",2373,2,1,1,0.5,0
"492",2374,10,4,1,0.4,0.00645161290322581
"493",2379,1,1,1,1,0
"494",2382,2,2,2,1,0
"495",2384,2,1,1,0.5,0
"496",2386,4,1,1,0.25,0
"497",2394,2,1,1,0.5,0
"498",2410,27,11,2,0.4074,0
"499",2416,10,9,2,0.9,0
"500",2426,1,1,1,1,0
"501",2429,4,2,2,0.5,0
"502",2432,12,7,1,0.5833,0
"503",2433,1,1,1,1,0
"504",2436,20,6,2,0.3,0.2
"505",2437,7,2,2,0.2857,0.00847457627118644
"506",2438,9,4,3,0.4444,0
"507",2440,1,1,1,1,0
"508",2442,3,1,1,0.3333,0
"509",2445,3,2,2,0.6667,0
"510",2452,5,3,1,0.6,0.0151515151515152
"511",2455,2,2,2,1,0
"512",2456,1,1,1,1,0
"513",2457,30,2,3,0.0667,0
"514",2463,19,3,3,0.1579,0
"515",2470,1,1,1,1,0
"516",2471,16,8,3,0.5,0
"517",2476,12,8,1,0.6667,0.0121951219512195
"518",2478,2,1,1,0.5,0
"519",2482,1,1,1,1,0
"520",2491,1,1,1,1,0
"521",2495,2,2,2,1,0
"522",2498,7,1,1,0.1429,0
"523",2501,3,3,2,1,0
"524",2504,17,9,2,0.5294,0
"525",2513,46,12,3,0.2609,0.0111731843575419
"526",2515,1,1,1,1,0
"527",2516,3,1,2,0.3333,0
"528",2518,1,1,1,1,0
"529",2519,5,1,1,0.2,0.1
"530",2524,4,3,2,0.75,0
"531",2526,4,2,1,0.5,0
"532",2534,2,2,2,1,0
"533",2535,9,7,3,0.7778,0
"534",2561,1,1,1,1,0
"535",2568,34,3,2,0.0882,0.00318471337579618
"536",2584,1,1,1,1,0
"537",2589,1,1,1,1,0
"538",2593,4,4,3,1,0
"539",2605,17,9,2,0.5294,0
"540",2608,1,1,1,1,0
"541",2610,154,34,3,0.2208,0.087719298245614
"542",2612,1,1,1,1,0
"543",2613,22,8,1,0.3636,0.00446428571428571
"544",2616,1,1,1,1,0
"545",2618,3,2,2,0.6667,0
"546",2626,5,2,2,0.4,0.0163934426229508
"547",2635,2,1,1,0.5,0
"548",2638,1,1,1,1,0
"549",2641,12,10,1,0.8333,0
"550",2643,2,1,1,0.5,0
"551",2655,221,73,3,0.3303,0.0178571428571429
"552",2656,1,1,1,1,0
"553",2669,91,43,3,0.4725,0.0108695652173913
"554",2674,1,1,1,1,0
"555",2683,749,54,3,0.0721,0.384615384615385
"556",2684,1,1,1,1,0
"557",2685,5,1,1,0.2,0.00380228136882129
"558",2689,1,1,1,1,0
"559",2690,1,1,1,1,0
"560",2693,4,1,1,0.25,0
"561",2694,16,2,2,0.125,0
"562",2695,13,7,1,0.5385,0
"563",2699,2,1,2,0.5,0
"564",2700,1,1,1,1,0
"565",2704,1,1,1,1,0
"566",2705,2,2,1,1,0
"567",2709,1,1,1,1,0
"568",2710,1,1,1,1,0
"569",2713,1,1,1,1,0
"570",2722,3,3,1,1,0
"571",2725,1,1,1,1,0
"572",2729,32,11,2,0.3438,0.0357142857142857
"573",2730,3,1,1,0.3333,0
"574",2734,5,1,1,0.2,0
"575",2736,2,1,1,0.5,0
"576",2739,32,19,3,0.5938,0.0099009900990099
"577",2740,2,1,1,0.5,0
"578",2742,2,1,1,0.5,0
"579",2750,6,2,2,0.3333,1
"580",2762,1,1,1,1,0
"581",2764,13,4,2,0.3077,0.0131578947368421
"582",2766,1,1,1,1,0
"583",2771,7,3,2,0.4286,0
"584",2783,7,3,2,0.4286,0.00709219858156028
"585",2790,1,1,1,1,0
"586",2795,1,1,1,1,0
"587",2805,1,1,1,1,0
"588",2812,3,1,2,0.3333,0.0126582278481013
"589",2815,5,5,1,1,0
"590",2822,5,3,3,0.6,0
"591",2826,112,45,3,0.4018,0.00510204081632653
"592",2835,15,7,3,0.4667,0
"593",2836,8,2,1,0.25,0.0136986301369863
"594",2837,1,1,1,1,0
"595",2843,5,2,2,0.4,0
"596",2849,1,1,1,1,0
"597",2853,10,3,2,0.3,0
"598",2855,1,1,1,1,0
"599",2865,4,4,1,1,0
"600",2866,1,1,1,1,0
"601",2868,2,1,1,0.5,0
"602",2872,1,1,1,1,0
"603",2891,51,20,3,0.3922,0.00763358778625954
"604",2898,27,12,1,0.4444,0
"605",2908,2,2,2,1,0
"606",2909,4,3,2,0.75,0
"607",2916,11,5,2,0.4545,0
"608",2919,6,6,3,1,0
"609",2927,12,10,2,0.8333,0
"610",2929,39,16,3,0.4103,0
"611",2935,1,1,1,1,0
"612",2936,2,1,1,0.5,0
"613",2939,2,2,1,1,0
"614",2942,7,2,2,0.2857,0
"615",2944,1,1,1,1,0
"616",2945,41,18,3,0.439,0
"617",2951,1,1,1,1,0
"618",2960,6,3,1,0.5,0
"619",2963,167,41,3,0.2455,3
"620",2966,20,6,3,0.3,0
"621",2968,3,3,2,1,0
"622",2971,16,13,3,0.8125,0
"623",2982,1,1,1,1,0
"624",2985,1,1,1,1,0
"625",2990,2,2,1,1,0
"626",2992,3,2,2,0.6667,0
"627",2994,2,1,1,0.5,0
"628",2999,12,7,2,0.5833,0.00434782608695652
"629",3010,1,1,1,1,0
"630",3016,1,1,1,1,0
"631",3018,1,1,1,1,0
"632",3027,4,3,1,0.75,0
"633",3029,3,1,1,0.3333,0
"634",3032,34,12,3,0.3529,0.428571428571429
"635",3034,26,8,3,0.3077,0
"636",3040,2,2,1,1,0
"637",3047,40,21,2,0.525,0.00862068965517241
"638",3048,1,1,1,1,0
"639",3068,33,10,2,0.303,0.0152671755725191
"640",3069,7,5,1,0.7143,0
"641",3071,4,1,1,0.25,0
"642",3072,1,1,1,1,0
"643",3074,8,3,2,0.375,0.037037037037037
"644",3075,2,1,1,0.5,0
"645",3077,5,4,3,0.8,0
"646",3082,3,3,2,1,0
"647",3088,3,2,1,0.6667,0
"648",3091,2,2,2,1,0
"649",3101,1,1,1,1,0
"650",3102,1,1,1,1,0
"651",3105,4,4,3,1,0
"652",3106,2,2,2,1,0
"653",3117,1,1,1,1,0
"654",3123,5,3,2,0.6,0
"655",3135,28,8,2,0.2857,0.0128205128205128
"656",3145,3,2,2,0.6667,0
"657",3148,1,1,1,1,0
"658",3149,8,4,2,0.5,0
"659",3150,18,2,1,0.1111,0
"660",3151,25,6,3,0.24,0
"661",3159,1,1,1,1,0
"662",3171,10,5,3,0.5,0
"663",3174,3,1,1,0.3333,0.0588235294117647
"664",3176,18,12,1,0.6667,0.00943396226415094
"665",3178,8,5,3,0.625,0
"666",3181,25,7,2,0.28,0.0555555555555556
"667",3185,14,10,1,0.7143,0.0153846153846154
"668",3190,29,13,2,0.4483,0.0571428571428571
"669",3192,4,2,1,0.5,0
"670",3203,2,1,1,0.5,0
"671",3206,1,1,1,1,0
"672",3209,7,1,1,0.1429,0
"673",3210,3,2,2,0.6667,0
"674",3211,1,1,1,1,0
"675",3219,7,3,2,0.4286,0.027027027027027
"676",3223,2,2,1,1,0
"677",3228,771,121,3,0.1569,0.26865671641791
"678",3234,3,3,1,1,0
"679",3237,5,2,1,0.4,0
"680",3239,1,1,1,1,0
"681",3254,31,15,3,0.4839,0
"682",3255,14,7,2,0.5,0
"683",3273,13,8,1,0.6154,0
"684",3277,1,1,1,1,0
"685",3283,1,1,1,1,0
"686",3284,5,4,2,0.8,0
"687",3285,1,1,1,1,0
"688",3288,1,1,1,1,0
"689",3295,6,3,1,0.5,0
"690",3300,8,2,2,0.25,0
"691",3302,1,1,1,1,0
"692",3304,53,2,3,0.0377,0
"693",3306,2,1,1,0.5,0
"694",3308,31,5,2,0.1613,0
"695",3313,2,2,2,1,0
"696",3314,1,1,1,1,0
"697",3315,1,1,1,1,0
"698",3324,25,4,2,0.16,0
"699",3326,4,3,3,0.75,0
"700",3328,2,2,2,1,0
"701",3329,9,9,3,1,0
"702",3334,4,1,1,0.25,0
"703",3345,1,1,1,1,0
"704",3346,5,4,1,0.8,0
"705",3350,12,9,3,0.75,0
"706",3361,6,5,3,0.8333,0
"707",3362,67,10,3,0.1493,0.2
"708",3364,6,2,1,0.3333,0
"709",3369,4,3,1,0.75,0
"710",3370,3,2,1,0.6667,0
"711",3371,1,1,1,1,0
"712",3375,1,1,1,1,0
"713",3380,4,1,1,0.25,0
"714",3382,11,6,2,0.5455,0.0133333333333333
"715",3384,16,4,3,0.25,0
"716",3390,187,37,3,0.1979,0.00851063829787234
"717",3392,2,1,1,0.5,0
"718",3393,1,1,1,1,0
"719",3398,6,1,1,0.1667,0
"720",3406,25,11,2,0.44,0
"721",3409,1,1,1,1,0
"722",3417,5,2,2,0.4,0
"723",3419,2,2,1,1,0
"724",3433,1,1,1,1,0
"725",3438,37,22,2,0.5946,0.0454545454545455
"726",3441,6,2,2,0.3333,0
"727",3444,4,4,2,1,0
"728",3445,5,3,3,0.6,0
"729",3449,6,1,1,0.1667,0
"730",3457,13,8,2,0.6154,0
"731",3458,18,10,3,0.5556,0.0789473684210526
"732",3460,1,1,1,1,0
"733",3462,6,1,2,0.1667,0
"734",3474,1,1,1,1,0
"735",3476,1,1,1,1,0
"736",3477,1,1,1,1,0
"737",3482,2,1,1,0.5,0
"738",3488,1,1,1,1,0
"739",3492,2,1,1,0.5,0
"740",3495,3,3,2,1,0
"741",3497,9,2,2,0.2222,0
"742",3507,5,2,1,0.4,0
"743",3510,6,4,3,0.6667,0
"744",3514,2,1,1,0.5,0
"745",3526,1,1,1,1,0
"746",3528,18,2,2,0.1111,0.04
"747",3533,1,1,1,1,0
"748",3534,21,18,3,0.8571,0.00606060606060606
"749",3536,50,18,3,0.36,0
"750",3542,3,3,1,1,0
"751",3544,4,4,2,1,0
"752",3550,2,2,1,1,0
"753",3552,1,1,1,1,0
"754",3555,54,11,3,0.2037,0.0526315789473684
"755",3559,1,1,1,1,0
"756",3564,14,6,2,0.4286,0
"757",3565,1,1,1,1,0
"758",3580,1,1,1,1,0
"759",3583,1,1,1,1,0
"760",3584,1,1,1,1,0
"761",3586,2,2,1,1,0
