3350250 18736,3409,1672,3384,25420
3363000 15315,18868
3511000 19651,13020,14020
3520000 1700,23409,28065,9563,7105
3524750 4808,4491
3549000 5184
3581250 28411
3590000 7567,28924
3625250 21372
3644250 14661,17781,7230,4381
3675000 14292,15024
3719250 4960
3742000 23656,13020
3751500 20300,10193,23284,28411
3787750 26969
3795000 29099
3799500 21768
3846250 16722,15584,8719,11679
3849750 9549
3895750 12475,12933
3903500 1392,15514
3913250 13240,5845
3952000 4648,13998,21844,25917,2128,29099
3963750 11176,4949,3590,12977
3977750 21869,13975
4037500 14523
4047000 3983,7208,29446
4054000 20121
4059500 12159,16463
4063000 19974
4073250 22836,27415,17153
4115500 6731,14470
4133750 25372
4153000 26523,22621,21865,17835,14942
4184250 4949,241
4195500 9802,18097
4215750 21085,15302,11391,9340
4256000 3324,17771
4257000 27625
4259500 11018,29099
4304250 679,7868,24929,16846
4317250 15159
4370750 15638,23628
4376250 8689,27407,21225,28368
4454500 26699,27117,15019
4475750 4949,19113,3719,20551,13592,259,20536,23774,2227
4503500 11936
4533750 10908
4547500 8257
4625750 24471,1000,11734,17945,26000,14482,24869,22321,17882,10570,29197,22749
4631250 29099,20896
4658500 17453
4680000 16463
4712250 18388,20902
4716750 8511,2963,29202,13784
4770500 5797,2610,20297,4808
4782250 5724,9658,27791,10778
4809000 22211
4809750 23884
4844000 28362,7868,5598
4850000 614,12512
4853750 25596
4876750 11378,949,11431
4895250 1335
4902250 8207
4907500 11196,6374,8775,8965,11060,5712
4922750 18013,2669
4963500 15534,16572,21092,18002
4967250 28391
5011500 20180,13749,6219,23779
5012750 2208,13020,5053,11196,10893,8799,5043,1335,14818
5024500 21110,13888,9802
5037000 14796,27791,27508,7868
5078750 23071,7260,14596,10329,25329
5108000 4254,14020
5110750 3324,25793,1739,8414
5143250 20411,23549
5155750 14661
5170500 6096
5226250 8689
5238000 21833
5248750 27035,28924
5254500 24601,12717,21672,25488,15478,7868
5256500 614
5261000 24788,11000
5279750 2368
5293250 3995
5336750 11000
5354000 10014
5407750 16373
5440500 25272,17945
5440750 25029,14853,19862
5491500 20803,25989
5539250 155,7868,8689,11983,18075,24258
5642000 10840
5654000 5896,4571
5655250 11196,3702
5693000 21899
5726500 13779,23465
5742000 25248,22307
5751500 11679,19680,5336,25488,24878
5754500 23214,25618,14784,14020,10282,28752
5769750 2455,26614,143
5780000 2173,17061,27257,1000,15315,11022,471
5812000 2683
5828250 4808,9031
5847500 29505,21865,28504
5865750 3228,11652,4238
5898500 7105,23433
5901250 14575,12606
5915250 15138
5952250 5094
5959000 4078
5962750 9640,5803,16800,5151
5968250 13097,16406
5999000 26523,10908
6003750 12285,26618,4750,23628,10726,7868
6099250 13244
6126750 25169,25117,15019
6150750 15831,17429,4835
6155250 5015,4220,27653
6233750 10678
6234000 17020,21372,16463,12438
6247250 25618,15814
6257000 14795,12285,16540,22749,23563,21071,11849,23628
6258500 12068
6266000 4939,23774
6272000 2803,17400,12055
6299000 25830
6301250 8689,14292,574,14942,11543
6334000 10627
6380000 20327
6400000 2452,2600,20551
6412250 13354,7260,15159
6412750 7208,3719,12666
6458250 7692,27205,23475,22280
6497000 7927
6564500 11176,21950,12977
6571000 27052,4254
6571750 5661,16540,155
6572500 29099
6619500 21067
6634500 6571
6683750 10169,29551,17945,5267
6694750 3151,18730,23007
6713250 2367,16768,1758,24344
6766250 9109
6780500 25676,10893
6807250 10646,22393,5712
6848000 23622,24601,26619
6848750 21336
6852750 4949,27906,7208
6872750 20393
6874250 12747,11080,14265,13483,12168
6897000 18544,7626,24177
6900500 6805
6904000 9111
6921750 19197
6957500 22029,27448,1065,12754
6996000 13754
6998500 201
7003500 11196,25090
7016500 26546
7103000 12586,23662,15423,15019
7143250 23896,22087,28641,24281
7163250 20154,26595
7184500 7868,10193
7190750 27791,9413,14526
7218000 10702,22317
7269250 26180
7269750 19475
7306250 22359,4691
7322250 23861
7323750 27019
7367000 21336,17945,13607,11083,20297,143
7375000 11201,11857
7435500 7975
7476250 29099
7545250 14381
7568750 12285
7588000 7105
7600250 3228,24869
7657250 29445,2043
7687500 619,6737,12182,16453,14603,7868,19574,5369,3787,14498,12364,28625,13853
7699500 9802,13592,23698,5848,1546,26127
7703750 3651,8278,18868,18075,22908,18730,527,7542
7715000 11790,24978
7785250 11790
7854500 4949,7552,527
7892000 1530
8040000 12994,17084,239,23285,11018,15138,13872
8049000 4582,17664,3850,20979,1704
8060000 18024,19882
8070000 29197
8072250 19036
8096750 28641,22077
8102000 768
8111500 12790,11018
8123500 1591
8129250 28617,16323
8145500 18124,21883
8149250 11679
8156500 4078,6447,6951,19974
8160750 3958,15308,17641,18529
8163500 18868
8170750 1966
8195000 8943,21672,11080
8216500 3746,25308,14159
8216750 24281
8243500 24869,4931
8280500 17972,16674,19
8314250 11196,4626,25933,27618
8324500 9848
8353250 27205,12285
8435250 18730,23896
8523250 7827,25500
8528750 15315
8529750 9702
8555500 25372
8573000 28049
8617500 28270,27625,26619
8628250 20979,28481
8701250 1884
8702500 8257,23779
8757750 24601,26288
8799750 20826,12018
8822250 17483,18013
8845250 17214,22484,23928,554,16722
8909750 22342,15681,24054
8910750 29078,11330,26614
8940500 251,13784
8949750 16818,17438,21962
9035750 18544,17732,25618,18024,27052,17977
9039750 1293,14580
9069000 11456,24534,22393,28017,15302,3677,19937
9076750 17748,18575
9079500 7208,24447,25272,15741,27314,7868,4691,11022
9121750 21838,15946,19974
9123500 15138,14694,3433,2610,20846
9163000 23475,6571
9173750 16540,13784
9179500 17629,12220,27637
9199500 29099,24969
9215000 8651,14294
9244000 13442
9288000 11328
9351750 28930,17921,14580
9352750 28759,18075,17133
9394250 17087,14894,19014,29203
9394500 26712,29099,29472,14588,8965,14533
9436000 504
9437500 15718,7208
9512750 4239,19903,27205
9513250 20800
9586500 24601,8860
9628250 18024
9651250 1598,26754
9671750 26722
9685000 3185,17032
9706000 29099,25933,13765,742,6364,23340,849,9612,6740,12168,20297,22094
9716500 28065,6908
9720000 13830
9782000 7248
9782500 6352
9802000 5883,24601
9842500 25086,19048,7380,10908
9906500 8689,23656,155,28411
9972250 15138
10000250 6171,28256
10047250 3555,12132
10052000 11696,22126,143
10054250 19660,4667
10064500 29099,8269,22583
10069500 8637,7868
10095000 16624
10112000 6839
10212500 24081,24788,15959
10224750 11679,21393
10229250 23774,24541,8689,22179,24869
10234000 10970,14261,25086,19402,9111,15019,28653
10257500 10893,4281
10261750 23896,17061,8278,23628,14261,5285
10297000 25058
10309250 14942,11734,18996,15192
10322250 1731,10702,18575
10401500 13258,12189,27791
10443000 14482,13460,10570
10492250 28752,12606,20045
10521000 18612,7868
10533750 24601,14261,17945,19974,13451
10539250 1461
10578000 26523,14073,13778,20896
10588000 14020
10592750 13093
10598500 24385,155,7105,14165,9563
10609250 5330
10628500 18075,12013,27791,12159,3324,13784
10642000 10999,16754,20536,26728,251,9782,21334,7567,1966,23831,27625,25427,7576,5053
10653250 20180
10654750 12212
10696000 11022
10713250 11220
10756500 14942
10768750 19993
10773000 2999,2257,11889
10774750 14942,1577
10790500 7105
10818500 1038,5334
10831750 5640
10944750 28752
10966250 17087,251
11046750 7169
11078500 18024,9275
11111500 4216
11121500 13049,8530,15799
11129250 949
11131750 29472,882
11137750 934,24669,12068,24869,19891,22447
11142000 17407
11158000 28876,21930,26422,239,6738
11169500 10014
11220500 11431
11283500 12220
11300000 2963
11307500 20300
11313000 11018
11321750 28481,4262,19891,21672,13745,9906,4238,10879,27205,22880,4294,12358,21684,6242
11339250 6828
11340250 26973
11362000 5330
11391250 28924
11434750 21823,7071,9985
11493000 12453,1533,14661,22727
11494250 11196,8676
11527500 16884
11535250 16463
11552750 23448
11564250 1831,9140
11579750 15217,8410,12688
11612500 5848
11625250 18990
11632250 25022
11683250 12541
11701500 4281,16481,4366
11730000 1446,12914,18523,471
11794250 29099
11874000 4220,18180,1282,13844,4510,10014
11894500 24009
11896000 16564
11936000 13020
11939000 23260
11947000 28967,2322,24417,15233
11949750 6571,13554
11957000 21078,21995,23907
11972750 954,21693
11984750 3627
12004000 18683,15307
12008000 24274,17647,25618,4960
12015000 22240,26900,5176,15138
12027000 2322
12028500 21392,16540,18496,11196,13390,21975
12173500 554,3627,21110,15405,1325,28370
12204750 7963,6571
12215000 8637,14942
12229000 17389
12231250 27155,28149,24274
12234750 10176,26736
12239250 25618
12275500 7572,23134
12371000 23896,12737,17514,25086,25570,11776,8628,17767,2254,11543
12377250 22556,3151,18075,5492
12384250 3658
12417500 28411,5478,16406,15138,8689,10570,16846,3983,24601
