"","user_id","brand_id","score"
"123",38250,15446,1
"124",38250,15934,1
"125",38250,16395,1
"126",38250,16655,3
"127",38250,17087,1
"128",38250,17458,1
"129",38250,17590,1
"130",38250,18024,1
"131",38250,18312,1
"132",38250,18397,1
"133",38250,18730,1
"134",38250,18805,1
"135",38250,18834,1
"136",38250,18835,1
"137",38250,19458,3
"138",38250,20078,1
"139",38250,20300,1
"140",38250,20361,3
"141",38250,20529,1
"142",38250,20874,3
"143",38250,21681,1
"144",38250,22260,1
"145",38250,22489,1
"146",38250,22991,1
"147",38250,23214,1
"148",38250,23262,1
"149",38250,23623,1
"150",38250,24196,2
"151",38250,24541,1
"152",38250,24855,1
"153",38250,25222,1
"154",38250,25260,1
"155",38250,25424,1
"156",38250,25982,1
"157",38250,26225,1
"158",38250,26357,1
"159",38250,26852,1
"160",38250,27625,1
"161",38250,27683,1
"162",38250,28008,1
"163",38250,28181,1
"164",38250,28727,1
"165",38250,29022,1
"166",38250,29203,1
"167",39750,1224,1
"168",39750,17058,1
"169",42000,239,1
"170",42000,1828,1
"171",42000,2173,1
"172",42000,2273,1
"173",42000,2971,1
"174",42000,3105,1
"175",42000,4254,2
"176",42000,4571,3
"177",42000,4743,1
"178",42000,4790,1
"179",42000,4913,1
"180",42000,4960,3
"181",42000,5157,1
"182",42000,5411,1
"183",42000,5557,3
"184",42000,6065,1
"185",42000,6219,1
"186",42000,6363,1
"187",42000,7172,1
"188",42000,7248,1
"189",42000,7856,1
"190",42000,7927,1
"191",42000,7975,3
"192",42000,8118,1
"193",42000,8210,2
"194",42000,8890,1
"195",42000,9392,1
"196",42000,9590,1
"197",42000,9842,1
"198",42000,9846,1
"199",42000,10133,1
"200",42000,10597,1
"201",42000,10928,1
"202",42000,11499,1
"203",42000,11578,1
"204",42000,11687,1
"205",42000,12329,1
"206",42000,12738,3
"207",42000,12837,1
"208",42000,12904,1
"209",42000,13390,2
"210",42000,13404,1
"211",42000,13472,1
"212",42000,14248,1
"213",42000,14493,2
"214",42000,14545,1
"215",42000,14661,1
"216",42000,15202,2
"217",42000,15988,2
"218",42000,16286,1
"219",42000,16319,1
"220",42000,16722,1
"221",42000,16845,1
"222",42000,17287,1
"223",42000,17390,1
"224",42000,17445,2
"225",42000,17510,1
"226",42000,18024,1
"227",42000,18474,1
"228",42000,19913,1
"229",42000,19973,1
"230",42000,20015,1
"231",42000,20154,1
"232",42000,20595,1
"233",42000,20761,1
"234",42000,21684,1
"235",42000,22106,1
"236",42000,22113,1
"237",42000,22239,2
"238",42000,22280,1
"239",42000,22358,1
"240",42000,22446,1
"241",42000,22471,1
"242",42000,22804,1
"243",42000,22880,1
"244",42000,23284,2
"245",42000,23656,1
"246",42000,23748,1
"247",42000,23895,3
"248",42000,24258,1
"249",42000,24383,1
"250",42000,24598,1
"251",42000,24616,1
"252",42000,24669,3
"253",42000,24878,1
"254",42000,25386,1
"255",42000,25794,1
"256",42000,26459,3
"257",42000,26605,1
"258",42000,26801,1
"259",42000,26963,1
"260",42000,27050,1
"261",42000,27096,1
"262",42000,27161,1
"263",42000,27659,1
"264",42000,27739,1
"265",42000,28180,1
"266",42000,28481,1
"267",42000,28687,1
"268",42000,28736,2
"269",42000,29203,1
"270",42000,29384,1
"271",42000,29421,1
"272",42000,29528,2
"273",47000,162,2
"274",47000,1545,2
"275",47000,1591,2
"276",47000,1950,1
"277",47000,2835,2
"278",47000,2999,1
"279",47000,3536,1
"280",47000,4452,1
"281",47000,4510,1
"282",47000,5336,1
"283",47000,5487,1
"284",47000,8742,1
"285",47000,13099,1
"286",47000,15269,1
"287",47000,15980,1
"288",47000,16281,1
"289",47000,16856,1
"290",47000,18835,1
"291",47000,20449,1
"292",47000,20768,1
"293",47000,21985,1
"294",47000,23549,1
"295",47000,26571,1
"296",64000,1379,2
"297",64000,5087,1
"298",64000,6621,2
"299",64000,9633,3
"300",64000,10500,1
"301",64000,11080,1
"302",64000,12394,2
"303",64000,15138,3
"304",64000,21110,1
"305",64000,21788,1
"306",64000,23656,1
"307",64000,29155,1
"308",65500,130,1
"309",65500,290,3
"310",65500,953,1
"311",65500,1512,3
"312",65500,2198,1
"313",65500,2374,1
"314",65500,2452,1
"315",65500,2513,3
"316",65500,2963,1
"317",65500,2999,2
"318",65500,3228,1
"319",65500,3308,1
"320",65500,3329,1
"321",65500,3371,1
"322",65500,3438,1
"323",65500,3586,1
"324",65500,3677,1
"325",65500,3719,1
"326",65500,3977,1
"327",65500,4302,1
"328",65500,4316,1
"329",65500,4324,1
"330",65500,4571,3
"331",65500,4620,2
"332",65500,4775,1
"333",65500,5268,1
"334",65500,5443,2
"335",65500,5458,1
"336",65500,5736,1
"337",65500,5799,1
"338",65500,5814,1
"339",65500,5876,1
"340",65500,6092,3
"341",65500,6152,1
"342",65500,6190,3
"343",65500,6431,1
"344",65500,6473,1
"345",65500,6621,1
"346",65500,6734,1
"347",65500,6792,1
"348",65500,6895,1
"349",65500,6961,1
"350",65500,7061,1
"351",65500,7070,1
"352",65500,7090,1
"353",65500,7105,1
"354",65500,7208,1
"355",65500,7248,3
"356",65500,7417,1
"357",65500,7490,1
"358",65500,7743,3
"359",65500,7817,1
"360",65500,7868,1
"361",65500,8173,1
"362",65500,8304,1
"363",65500,8637,3
"364",65500,8978,1
"365",65500,9079,1
"366",65500,9138,1
"367",65500,9175,2
"368",65500,9549,2
"369",65500,9846,1
"370",65500,9988,1
"371",65500,10232,3
"372",65500,10298,2
"373",65500,10622,1
"374",65500,10831,1
"375",65500,10894,1
"376",65500,11224,3
"377",65500,11280,3
"378",65500,11329,1
"379",65500,11452,1
"380",65500,11592,1
"381",65500,11849,1
"382",65500,12924,1
"383",65500,12977,1
"384",65500,13020,1
"385",65500,13574,3
"386",65500,13737,1
"387",65500,13853,3
"388",65500,13909,1
"389",65500,13955,1
"390",65500,14020,2
"391",65500,14073,1
"392",65500,14573,1
"393",65500,14623,1
"394",65500,15018,1
"395",65500,15065,1
"396",65500,15105,1
"397",65500,15810,3
"398",65500,15820,1
"399",65500,15988,1
"400",65500,16303,1
"401",65500,16926,1
"402",65500,16939,1
"403",65500,17034,1
"404",65500,17396,1
"405",65500,17421,2
"406",65500,17597,1
"407",65500,17606,1
"408",65500,18024,1
"409",65500,18275,1
"410",65500,18575,1
"411",65500,18626,1
"412",65500,18730,1
"413",65500,18736,2
"414",65500,18758,1
"415",65500,18886,1
"416",65500,19381,1
"417",65500,19421,1
"418",65500,19514,1
"419",65500,19673,1
"420",65500,19814,1
"421",65500,19855,1
"422",65500,20035,3
"423",65500,20143,1
"424",65500,20180,1
"425",65500,21067,1
"426",65500,21094,1
"427",65500,21186,1
"428",65500,21462,1
"429",65500,21533,3
"430",65500,21659,2
"431",65500,21728,1
"432",65500,22113,1
"433",65500,22142,2
"434",65500,22147,1
"435",65500,22371,1
"436",65500,22533,1
"437",65500,22547,1
"438",65500,23284,1
"439",65500,23389,1
"440",65500,23448,1
"441",65500,23482,2
"442",65500,23669,1
"443",65500,23793,1
"444",65500,23990,1
"445",65500,24194,3
"446",65500,24195,1
"447",65500,24196,1
"448",65500,24203,1
"449",65500,24341,1
"450",65500,24625,1
"451",65500,24764,1
"452",65500,24975,1
"453",65500,24986,3
"454",65500,25009,1
"455",65500,25086,1
"456",65500,25099,1
"457",65500,25409,1
"458",65500,25488,3
"459",65500,25494,1
"460",65500,25556,3
"461",65500,25910,1
"462",65500,26288,2
"463",65500,26404,1
"464",65500,26860,1
"465",65500,27028,1
"466",65500,27137,1
"467",65500,27448,1
"468",65500,27508,1
"469",65500,27739,1
"470",65500,27837,1
"471",65500,28174,1
"472",65500,28230,3
"473",65500,28463,1
"474",65500,28687,1
"475",65500,28855,3
"476",65500,29084,1
"477",65500,29099,3
"478",65500,29269,1
"479",65500,29392,1
"480",65500,29547,1
"481",69500,143,2
"482",69500,679,1
"483",69500,1717,2
"484",69500,1739,1
"485",69500,1917,1
"486",69500,1966,1
"487",69500,2000,1
"488",69500,2240,1
"489",69500,2257,1
"490",69500,2410,2
"491",69500,2605,1
"492",69500,2669,2
"493",69500,2739,3
"494",69500,2929,2
"495",69500,3438,2
"496",69500,4691,1
"497",69500,5077,3
"498",69500,5132,3
"499",69500,5254,2
"500",69500,5310,2
"501",69500,6007,1
"502",69500,6352,2
"503",69500,6596,1
"504",69500,6701,3
"505",69500,6908,2
"506",69500,6929,2
"507",69500,8637,3
"508",69500,8842,3
"509",69500,8943,2
"510",69500,9284,1
"511",69500,9450,3
"512",69500,9549,2
"513",69500,9567,3
"514",69500,9829,1
"515",69500,9838,1
"516",69500,11080,3
"517",69500,11127,3
"518",69500,11196,2
"519",69500,11328,2
"520",69500,12220,3
"521",69500,12394,2
"522",69500,13274,1
"523",69500,14020,3
"524",69500,14226,2
"525",69500,14294,3
"526",69500,15507,3
"527",69500,15584,1
"528",69500,16110,3
"529",69500,17119,1
"530",69500,17372,1
"531",69500,17394,3
"532",69500,17470,2
"533",69500,17606,1
"534",69500,18024,1
"535",69500,18196,2
"536",69500,18630,2
"537",69500,18730,1
"538",69500,18805,3
"539",69500,19673,1
"540",69500,20359,3
"541",69500,20449,1
"542",69500,20661,1
"543",69500,21091,3
"544",69500,21351,3
"545",69500,21796,1
"546",69500,22280,2
"547",69500,22547,1
"548",69500,22947,2
"549",69500,23031,1
"550",69500,23143,1
"551",69500,23242,1
"552",69500,23251,2
"553",69500,23496,3
"554",69500,23669,1
"555",69500,24486,3
"556",69500,24542,1
"557",69500,24869,3
"558",69500,24929,3
"559",69500,25305,3
"560",69500,25346,2
"561",69500,25425,3
"562",69500,26394,3
"563",69500,26605,1
"564",69500,26737,1
"565",69500,27793,3
"566",69500,27927,1
"567",69500,28135,2
"568",69500,28230,3
"569",69500,28410,2
"570",69500,28621,2
"571",69500,28889,1
"572",69500,29322,1
"573",69500,29330,3
"574",71250,8775,0
"575",71250,28641,0
"576",82250,4300,1
"577",82250,4763,1
"578",82250,11080,1
"579",82250,14531,1
"580",82250,18697,1
"581",82250,23066,1
"582",82250,26605,1
"583",83250,4220,1
"584",83250,5131,2
"585",83250,5299,1
"586",83250,7409,1
"587",83250,12606,2
"588",83250,14596,2
"589",83250,15434,1
"590",83250,15962,3
"591",83250,18180,1
"592",83250,21927,1
"593",83250,22131,2
"594",83250,25329,0
"595",83250,26614,1
"596",83250,28184,1
"597",139000,679,1
"598",139000,24358,1
"599",140500,1831,1
"600",140500,12394,1
"601",140500,14360,1
"602",140500,14643,1
"603",145750,1440,1
"604",145750,3847,1
"605",145750,7083,1
"606",145750,7409,1
"607",145750,7576,1
"608",145750,8680,1
"609",145750,10584,1
"610",145750,11196,1
"611",145750,16939,1
"612",145750,17999,1
"613",145750,21094,1
"614",145750,21110,1
"615",145750,21977,2
"616",145750,22094,1
"617",145750,24242,1
"618",145750,25637,1
"619",154500,251,2
"620",154500,345,1
"621",154500,1366,1
"622",154500,1501,2
"623",154500,1691,1
"624",154500,1831,1
"625",154500,2257,1
"626",154500,2891,1
"627",154500,2963,3
"628",154500,3000,1
"629",154500,3047,3
"630",154500,3176,1
"631",154500,3228,1
"632",154500,3254,1
"633",154500,3633,1
"634",154500,3850,2
"635",154500,4157,1
"636",154500,4329,3
"637",154500,4571,1
"638",154500,4605,1
"639",154500,5086,1
"640",154500,5185,1
"641",154500,5219,1
"642",154500,5429,1
"643",154500,5443,1
"644",154500,5799,1
"645",154500,5863,1
"646",154500,6158,1
"647",154500,7495,1
"648",154500,7955,1
"649",154500,8005,1
"650",154500,8552,1
"651",154500,8689,1
"652",154500,9030,1
"653",154500,9242,1
"654",154500,9620,1
"655",154500,9709,1
"656",154500,9751,2
"657",154500,9838,2
"658",154500,9875,2
"659",154500,10151,2
"660",154500,10353,1
"661",154500,11176,1
"662",154500,11328,1
"663",154500,11329,1
"664",154500,11350,3
"665",154500,11605,2
"666",154500,11679,1
"667",154500,11732,1
"668",154500,11776,1
"669",154500,11812,1
"670",154500,12168,3
"671",154500,12352,1
"672",154500,12914,3
"673",154500,12977,2
"674",154500,13265,1
"675",154500,13554,1
"676",154500,14159,1
"677",154500,14360,1
"678",154500,14446,1
"679",154500,14580,1
"680",154500,14838,2
"681",154500,14871,1
"682",154500,15934,2
"683",154500,16110,2
"684",154500,16331,1
"685",154500,16348,1
"686",154500,16407,2
"687",154500,16668,2
"688",154500,16983,1
"689",154500,17034,1
"690",154500,17478,1
"691",154500,17606,1
"692",154500,17653,1
"693",154500,17718,1
"694",154500,18072,1
"695",154500,18730,1
"696",154500,18741,2
"697",154500,18743,1
"698",154500,18805,1
"699",154500,19021,1
"700",154500,19491,1
"701",154500,19920,2
"702",154500,19973,1
"703",154500,20212,1
"704",154500,20827,1
"705",154500,20846,1
"706",154500,21110,3
"707",154500,21140,1
"708",154500,21146,2
"709",154500,21372,1
"710",154500,21869,2
"711",154500,21981,1
"712",154500,22108,3
"713",154500,22162,2
"714",154500,22964,1
"715",154500,23033,1
"716",154500,23074,2
"717",154500,23076,3
"718",154500,23623,3
"719",154500,23671,1
"720",154500,24087,1
"721",154500,24447,3
"722",154500,25272,2
"723",154500,25820,2
"724",154500,26006,1
"725",154500,26288,1
"726",154500,26559,1
"727",154500,27111,1
"728",154500,27329,1
"729",154500,27489,1
"730",154500,27509,1
"731",154500,27670,2
"732",154500,27951,1
"733",154500,28035,1
"734",154500,28369,1
"735",154500,28463,1
"736",154500,28621,2
"737",154500,28992,1
"738",154500,29084,1
"739",154500,29197,1
"740",154500,29203,1
"741",154500,29211,3
"742",154500,29224,3
"743",154500,29265,1
"744",154750,569,2
"745",154750,9834,1
"746",154750,14119,2
"747",154750,15159,1
"748",154750,16463,1
"749",154750,19618,1
"750",154750,20127,1
"751",154750,25960,1
"752",154750,28458,3
"753",154750,29203,1
"754",190500,3457,3
"755",190500,4281,1
"756",190500,7297,2
"757",190500,7963,3
"758",190500,9620,1
"759",190500,13779,1
"760",190500,15934,1
"761",190500,16607,1
"762",190500,17587,1
"763",190500,18063,1
"764",190500,18465,3
"765",190500,18612,1
"766",190500,18880,2
"767",190500,20425,1
"768",190500,21865,1
"769",190500,26788,1
"770",190500,28391,1
"771",200250,679,1
"772",200250,1481,1
"773",200250,1547,1
"774",200250,1831,2
"775",200250,2762,1
"776",200250,3362,1
"777",200250,4731,1
"778",200250,5254,2
"779",200250,5267,1
"780",200250,5429,1
"781",200250,5856,1
"782",200250,6880,1
"783",200250,8689,1
"784",200250,9620,1
"785",200250,9975,1
"786",200250,10404,1
"787",200250,11176,3
"788",200250,11452,1
"789",200250,11465,1
"790",200250,12052,1
"791",200250,12352,4
"792",200250,13450,1
"793",200250,13460,1
"794",200250,14119,3
"795",200250,14447,1
"796",200250,14863,1
"797",200250,15534,1
"798",200250,17455,1
"799",200250,17959,1
"800",200250,18027,1
"801",200250,19166,1
"802",200250,19885,1
"803",200250,19973,1
"804",200250,21092,1
"805",200250,21672,1
"806",200250,22393,2
"807",200250,23308,1
"808",200250,23381,1
"809",200250,23676,1
"810",200250,26380,3
"811",200250,28230,1
"812",200250,29203,1
"813",200250,29473,3
"814",203750,2655,1
"815",203750,12977,1
"816",203750,13799,1
"817",203750,18075,1
"818",232000,143,1
"819",232000,934,3
"820",232000,2436,1
"821",232000,2501,1
"822",232000,2826,1
"823",232000,3228,1
"824",232000,3438,3
"825",232000,3458,1
"826",232000,3625,1
"827",232000,7105,1
"828",232000,7314,3
"829",232000,7868,6
"830",232000,10780,1
"831",232000,11006,1
"832",232000,11954,1
"833",232000,12865,1
"834",232000,14020,1
"835",232000,14875,1
"836",232000,15672,3
"837",232000,16939,2
"838",232000,17459,2
"839",232000,18791,1
"840",232000,21946,1
"841",232000,23669,1
"842",232000,25372,1
"843",232000,25547,1
"844",232000,26067,3
"845",232000,27511,3
"846",232000,27533,1
"847",232000,28087,1
"848",232000,29203,1
"849",236000,911,1
"850",236000,1688,1
"851",236000,2452,1
"852",236000,2826,1
"853",236000,3536,1
"854",236000,4053,1
"855",236000,5043,1
"856",236000,6104,1
"857",236000,7671,1
"858",236000,8637,2
"859",236000,9567,1
"860",236000,12852,1
"861",236000,14194,2
"862",236000,14780,1
"863",236000,15138,1
"864",236000,15315,1
"865",236000,15784,1
"866",236000,16540,2
"867",236000,18213,1
"868",236000,19501,1
"869",236000,20386,1
"870",236000,21050,2
"871",236000,21793,3
"872",236000,21844,2
"873",236000,22010,2
"874",236000,25027,1
"875",236000,26380,3
"876",236000,26856,1
"877",236000,27028,1
"878",239250,835,1
"879",239250,911,1
"880",239250,962,1
"881",239250,1591,2
"882",239250,1694,3
"883",239250,3211,1
"884",239250,3219,1
"885",239250,3510,1
"886",239250,3627,1
"887",239250,5297,1
"888",239250,5470,2
"889",239250,5643,1
"890",239250,6190,1
"891",239250,7354,3
"892",239250,7616,1
"893",239250,7660,1
"894",239250,7703,3
"895",239250,7757,1
"896",239250,7868,2
"897",239250,8603,1
"898",239250,8676,2
"899",239250,9657,1
"900",239250,9842,1
"901",239250,9988,1
"902",239250,10151,2
"903",239250,11080,2
"904",239250,11280,2
"905",239250,12055,1
"906",239250,12285,1
"907",239250,13103,1
"908",239250,13737,1
"909",239250,14902,1
"910",239250,15018,2
"911",239250,15622,1
"912",239250,15934,2
"913",239250,16854,1
"914",239250,18572,1
"915",239250,18805,2
"916",239250,18990,0
"917",239250,19421,1
"918",239250,19514,1
"919",239250,19742,1
"920",239250,19962,1
"921",239250,19973,2
"922",239250,21110,1
"923",239250,23338,1
"924",239250,23878,2
"925",239250,24196,2
"926",239250,24625,1
"927",239250,24869,1
"928",239250,25213,1
"929",239250,25372,1
"930",239250,25488,2
"931",239250,27060,1
"932",239250,27509,1
"933",239250,28017,1
"934",239250,28687,1
"935",239250,28911,1
"936",239250,29547,2
"937",252500,5324,2
"938",252500,5487,2
"939",252500,5876,1
"940",252500,6880,1
"941",252500,8528,1
"942",252500,10489,1
"943",252500,11604,1
"944",252500,12682,1
"945",252500,14011,2
"946",252500,15089,2
"947",252500,16578,1
"948",252500,18063,1
"949",252500,18095,1
"950",252500,18805,1
"951",252500,21400,1
"952",252500,22319,2
"953",252500,23549,1
"954",252500,23561,2
"955",252500,23662,3
"956",252500,23826,2
"957",252500,23861,4
"958",252500,24447,1
"959",252500,27483,1
"960",252500,29547,1
"961",266500,255,2
"962",266500,4212,1
"963",266500,6319,3
"964",266500,9160,1
"965",266500,9486,1
"966",266500,9487,1
"967",266500,10282,1
"968",266500,15761,1
"969",266500,17582,1
"970",266500,25005,1
"971",267250,599,1
"972",267250,679,5
"973",267250,1237,1
"974",267250,2367,1
"975",267250,3228,1
"976",267250,4156,1
"977",267250,4281,1
"978",267250,5053,1
"979",267250,5845,1
"980",267250,6839,1
"981",267250,7071,1
"982",267250,7105,1
"983",267250,8313,1
"984",267250,9236,1
"985",267250,10690,0
"986",267250,11679,0
"987",267250,11849,1
"988",267250,11864,1
"989",267250,12977,2
"990",267250,13787,0
"991",267250,14065,1
"992",267250,14265,1
"993",267250,15308,1
"994",267250,15549,1
"995",267250,18516,1
"996",267250,18627,1
"997",267250,18730,1
"998",267250,18829,5
"999",267250,20297,3
"1000",267250,20827,1
"1001",267250,21925,1
"1002",267250,22393,1
"1003",267250,22898,3
"1004",267250,25372,3
"1005",267250,27919,1
"1006",267250,28761,1
"1007",282500,911,1
"1008",282500,2683,1
"1009",282500,3697,1
"1010",282500,3850,1
"1011",282500,8818,1
"1012",282500,9899,1
"1013",282500,10247,2
"1014",282500,12055,4
"1015",282500,12865,1
"1016",282500,15617,1
"1017",282500,16109,1
"1018",282500,22533,1
"1019",282500,24168,1
"1020",282500,24541,1
"1021",282500,25372,1
"1022",299750,622,1
"1023",299750,733,1
"1024",299750,1151,1
"1025",299750,1179,1
"1026",299750,1397,1
"1027",299750,1507,3
"1028",299750,1512,2
"1029",299750,1831,3
"1030",299750,3034,4
"1031",299750,3228,1
"1032",299750,3510,1
"1033",299750,3719,2
"1034",299750,3720,1
"1035",299750,3804,1
"1036",299750,4427,1
"1037",299750,4452,2
"1038",299750,5969,1
"1039",299750,6792,1
"1040",299750,7037,1
"1041",299750,7061,1
"1042",299750,7090,1
"1043",299750,7297,3
"1044",299750,7706,1
"1045",299750,7868,1
"1046",299750,8094,1
"1047",299750,8528,2
"1048",299750,8719,1
"1049",299750,8965,1
"1050",299750,9030,1
"1051",299750,9563,1
"1052",299750,9802,1
"1053",299750,10151,1
"1054",299750,10171,1
"1055",299750,10184,1
"1056",299750,10325,1
"1057",299750,10589,1
"1058",299750,10686,1
"1059",299750,10872,2
"1060",299750,11080,5
"1061",299750,11457,1
"1062",299750,11652,1
"1063",299750,13787,1
"1064",299750,13888,1
"1065",299750,14048,1
"1066",299750,14261,3
"1067",299750,14415,3
"1068",299750,14451,1
"1069",299750,14690,2
"1070",299750,14764,1
"1071",299750,15138,2
"1072",299750,15534,1
"1073",299750,15584,1
"1074",299750,15831,1
"1075",299750,15935,1
"1076",299750,15985,1
"1077",299750,16540,3
"1078",299750,16624,1
"1079",299750,17087,1
"1080",299750,17135,1
"1081",299750,17362,1
"1082",299750,17458,1
"1083",299750,18024,1
"1084",299750,18712,1
"1085",299750,18730,1
"1086",299750,18805,3
"1087",299750,19101,1
"1088",299750,19416,1
"1089",299750,19466,1
"1090",299750,19673,1
"1091",299750,19973,1
"1092",299750,20078,1
"1093",299750,20796,1
"1094",299750,21092,1
"1095",299750,21110,1
"1096",299750,21533,1
"1097",299750,21865,1
"1098",299750,21869,1
"1099",299750,22204,2
"1100",299750,22393,1
"1101",299750,22706,1
"1102",299750,22905,1
"1103",299750,23549,1
"1104",299750,23612,2
"1105",299750,23662,1
"1106",299750,23779,1
"1107",299750,23878,2
"1108",299750,23900,1
"1109",299750,24073,1
"1110",299750,24869,1
"1111",299750,25086,1
"1112",299750,25101,1
"1113",299750,25402,1
"1114",299750,26357,1
"1115",299750,26788,1
"1116",299750,26871,1
"1117",299750,27501,1
"1118",299750,27509,1
"1119",299750,27685,1
"1120",299750,28230,1
"1121",299750,28270,1
"1122",299750,28410,2
"1123",299750,28444,1
"1124",299750,28641,1
"1125",299750,28709,1
"1126",299750,28770,1
"1127",299750,29099,1
"1128",309750,11524,1
"1129",309750,12431,3
"1130",309750,20902,1
"1131",317500,251,1
"1132",317500,747,1
"1133",317500,3254,1
"1134",317500,3771,1
"1135",317500,4125,1
"1136",317500,4281,1
"1137",317500,4300,1
"1138",317500,4571,2
"1139",317500,4949,1
"1140",317500,6918,1
"1141",317500,7354,1
"1142",317500,8637,1
"1143",317500,9549,1
"1144",317500,9620,1
"1145",317500,11029,1
"1146",317500,11080,1
"1147",317500,12173,1
"1148",317500,12588,1
"1149",317500,12692,1
"1150",317500,12924,1
"1151",317500,15210,1
"1152",317500,15874,1
"1153",317500,16100,1
"1154",317500,16110,1
"1155",317500,17559,1
"1156",317500,18084,1
"1157",317500,18730,1
"1158",317500,18805,1
"1159",317500,19514,1
"1160",317500,19973,1
"1161",317500,21372,1
"1162",317500,22421,2
"1163",317500,23829,1
"1164",317500,24975,1
"1165",317500,25260,1
"1166",317500,25770,1
"1167",317500,29099,3
"1168",341000,178,1
"1169",341000,414,1
"1170",341000,1222,1
"1171",341000,1878,1
"1172",341000,1909,1
"1173",341000,2669,1
"1174",341000,2963,1
"1175",341000,3178,1
"1176",341000,3273,1
"1177",341000,4411,1
"1178",341000,4443,1
"1179",341000,4758,1
"1180",341000,4831,1
"1181",341000,4949,1
"1182",341000,5043,1
"1183",341000,5315,1
"1184",341000,6122,1
"1185",341000,6546,1
"1186",341000,6734,1
"1187",341000,6880,1
"1188",341000,7208,3
"1189",341000,7335,1
"1190",341000,7432,3
"1191",341000,8081,1
"1192",341000,8278,1
"1193",341000,8792,1
"1194",341000,9620,1
"1195",341000,9912,1
"1196",341000,10840,1
"1197",341000,11080,3
"1198",341000,11176,1
"1199",341000,11357,1
"1200",341000,11679,1
"1201",341000,11864,1
"1202",341000,12220,1
"1203",341000,12377,1
"1204",341000,13450,1
"1205",341000,13494,1
"1206",341000,13592,1
"1207",341000,13888,1
"1208",341000,14020,1
"1209",341000,14182,1
"1210",341000,14261,1
"1211",341000,14523,1
"1212",341000,14764,1
"1213",341000,14794,1
"1214",341000,15116,1
"1215",341000,15485,1
"1216",341000,15584,2
"1217",341000,16564,1
"1218",341000,16818,1
"1219",341000,16945,1
"1220",341000,17647,1
"1221",341000,18353,1
"1222",341000,18712,1
"1223",341000,18805,1
"1224",341000,19416,1
"1225",341000,19421,1
"1226",341000,20661,1
"1227",341000,21337,1
"1228",341000,21657,1
"1229",341000,22077,1
"1230",341000,22393,1
"1231",341000,22577,1
"1232",341000,23308,1
"1233",341000,23399,1
"1234",341000,23407,1
"1235",341000,23564,1
"1236",341000,23676,1
"1237",341000,23928,1
"1238",341000,24704,1
"1239",341000,24869,1
"1240",341000,24971,1
"1241",341000,25289,1
"1242",341000,25329,1
"1243",341000,25840,1
"1244",341000,26288,1
"1245",341000,26614,1
"1246",341000,26754,3
"1247",341000,26860,1
"1248",341000,26890,1
"1249",341000,27155,1
"1250",341000,27458,1
